Year,NATURE,SOURCE_DETAIL,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Nature of data points,Source details,Observation-level footnotes,COMMENT_OBS,Value
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,66.24203
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 2,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,25.10775
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,48.92943
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,84.30862
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,90.79438
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,34.21786
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,47.95257
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,72.0349
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,23.2723
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,,Urban,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 3,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,31.63556
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,59.98451
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,82.55537
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,90.96133
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,47.37385
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,62.61728
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,82.38499
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,18.07941
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,22.55647
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Urban,Quintile 4,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,50.28326
